131.5,59.5,1582342632613
131.5,59.0,1582342633127
131.0,57.0,1582342633641
132.0,57.0,1582342634153
132.0,55.0,1582342634667
130.5,52.5,1582342635180
129.5,51.5,1582342635693
128.0,51.0,1582342636206
129.5,50.5,1582342636717
130.5,51.5,1582342637232
131.5,52.0,1582342637745
132.5,52.0,1582342638258
132.0,52.5,1582342638772
132.5,53.0,1582342639286
132.0,52.5,1582342639798
131.5,53.5,1582342640312
132.0,54.0,1582342640827
133.0,54.0,1582342641340
133.0,54.0,1582342641877
133.0,55.0,1582342642394
133.0,55.0,1582342642909
133.5,57.0,1582342643421
132.5,57.5,1582342643933
133.0,58.0,1582342644447
133.0,58.5,1582342644958
133.5,60.0,1582342645469
134.0,59.5,1582342645980
133.0,58.5,1582342646493
134.0,59.5,1582342647004
134.0,59.5,1582342647514
133.5,59.5,1582342648026
133.0,58.5,1582342648539
133.0,58.5,1582342649055
133.5,59.5,1582342649566
134.5,60.0,1582342650078
133.5,58.5,1582342650593
134.5,58.0,1582342651107
134.0,58.0,1582342651619
134.0,58.0,1582342652130
135.0,59.0,1582342652642
135.5,58.5,1582342653157
135.5,59.0,1582342653670
135.5,58.5,1582342654182
134.0,58.0,1582342654695
134.5,58.5,1582342655207
135.0,60.5,1582342655719
136.5,62.0,1582342656230
131.5,59.5,1582414531185
131.5,59.0,1582414531699
131.0,57.0,1582414532210
132.0,57.0,1582414532725
132.0,55.0,1582414533239
130.5,52.5,1582414533754
129.5,51.5,1582414534270
128.0,51.0,1582414534785
129.5,50.5,1582414535299
130.5,51.5,1582414535812
131.5,52.0,1582414536328
132.5,52.0,1582414536842
132.0,52.5,1582414537357
132.5,53.0,1582414537871
132.0,52.5,1582414538391
131.5,53.5,1582414538906
132.0,54.0,1582414539416
133.0,54.0,1582414539932
133.0,54.0,1582414540443
133.0,55.0,1582414540967
133.0,55.0,1582414541480
133.5,57.0,1582414541991
132.5,57.5,1582414542502
133.0,58.0,1582414543016
133.0,58.5,1582414543530
133.5,60.0,1582414544050
134.0,59.5,1582414544560
133.0,58.5,1582414545074
134.0,59.5,1582414545591
134.0,59.5,1582414546101
133.5,59.5,1582414546619
133.0,58.5,1582414547134
133.0,58.5,1582414547647
133.5,59.5,1582414548159
134.5,60.0,1582414548674
133.5,58.5,1582414549188
134.5,58.0,1582414549712
134.0,58.0,1582414550226
134.0,58.0,1582414550740
135.0,59.0,1582414551254
135.5,58.5,1582414551775
135.5,59.0,1582414552289
135.5,58.5,1582414552803
134.0,58.0,1582414553317
134.5,58.5,1582414553827
135.0,60.5,1582414554342
136.5,62.0,1582414554856
136.0,61.0,1582414555370
135.5,60.5,1582414555885
136.0,60.0,1582414556399
135.0,59.5,1582414556914
134.5,59.0,1582414557432
134.0,60.0,1582414557945
134.0,61.5,1582414558455
134.0,62.0,1582414558968
134.5,61.0,1582414559481
133.5,60.0,1582414559994
134.0,61.0,1582414560505
133.5,60.0,1582414561021
134.5,60.0,1582414561544
134.0,60.0,1582414562057
133.0,60.0,1582414562571
134.5,60.0,1582414563089
134.5,59.5,1582414563603
135.0,60.0,1582414564118
134.0,59.5,1582414564629
134.0,60.0,1582414565143
134.5,59.0,1582414565659
134.5,59.5,1582414566173
135.0,59.5,1582414566695
134.5,59.0,1582414567209
134.5,59.5,1582414567723
134.5,59.0,1582414568234
134.5,59.0,1582414568757
134.0,59.0,1582414569270
134.0,59.5,1582414569786
134.5,59.0,1582414570299
135.0,59.5,1582414570822
134.0,58.0,1582414571336
133.5,57.5,1582414571849
134.0,57.5,1582414572364
133.5,57.0,1582414572879
134.0,57.5,1582414573394
133.5,57.5,1582414573908
133.5,58.0,1582414574419
134.5,59.0,1582414574934
135.0,59.0,1582414575443
135.0,59.0,1582414575957
135.0,59.0,1582414576469
134.0,59.0,1582414576983
134.0,59.0,1582414577496
133.5,59.0,1582414578010
134.0,58.0,1582414578522
134.5,58.0,1582414579031
134.0,58.0,1582414579547
133.5,58.0,1582414580061
134.0,58.5,1582414580577
134.5,59.0,1582414581093
134.5,58.5,1582414581615
134.5,58.5,1582414582129
135.0,58.5,1582414582652
135.0,58.5,1582414583166
134.5,59.0,1582414583678
133.5,58.5,1582414584193
134.5,59.0,1582414584709
134.0,58.0,1582414585224
134.0,57.0,1582414585737
133.5,57.5,1582414586247
134.5,59.0,1582414586758
136.5,62.0,1582414587272
136.5,61.5,1582414587782
136.0,60.5,1582414588298
134.0,58.5,1582414588813
134.0,58.0,1582414589328
134.0,58.0,1582414589849
134.0,58.0,1582414590366
133.5,58.0,1582414590882
134.0,58.5,1582414591395
134.5,58.0,1582414591913
135.0,58.0,1582414592427
136.0,58.0,1582414592937
135.5,57.5,1582414593447
135.5,57.0,1582414593957
136.5,57.0,1582414594468
136.0,57.0,1582414594979
137.5,57.5,1582414595489
137.0,57.0,1582414596002
137.5,57.0,1582414596517
137.5,57.5,1582414597032
137.0,57.0,1582414597550
137.5,57.5,1582414598066
137.5,58.0,1582414598580
137.0,58.0,1582414599095
137.0,58.0,1582414599612
137.0,57.0,1582414600128
137.0,57.5,1582414600639
137.5,57.5,1582414601160
138.0,58.0,1582414601675
137.5,58.0,1582414602186
137.5,57.0,1582414602701
137.5,57.5,1582414603224
137.5,57.5,1582414603739
137.5,57.5,1582414604250
137.5,57.5,1582414604764
137.5,57.0,1582414605279
137.0,57.5,1582414605791
137.0,57.5,1582414606306
136.0,58.0,1582414606819
136.0,58.0,1582414607342
135.5,58.0,1582414607856
135.5,58.5,1582414608372
135.5,58.0,1582414608886
134.5,58.0,1582414609402
134.5,58.0,1582414609914
134.5,59.0,1582414610425
136.0,61.0,1582414610941
136.5,60.5,1582414611452
136.0,59.5,1582414611975
136.0,58.5,1582414612489
136.0,58.5,1582414613005
136.5,58.0,1582414613520
137.0,58.5,1582414614035
137.0,58.0,1582414614549
136.5,57.5,1582414615061
137.0,59.0,1582414615574
137.0,58.5,1582414616089
137.0,58.0,1582414616605
137.0,58.5,1582414617115
137.0,58.5,1582414617631
136.5,57.5,1582414618146
137.0,59.0,1582414618662
136.5,58.5,1582414619172
136.5,57.5,1582414619688
136.0,57.5,1582414620203
135.0,57.5,1582414620718
135.0,57.5,1582414621238
136.5,58.0,1582414621757
137.0,58.5,1582414622278
137.0,59.5,1582414622792
139.0,61.0,1582414623306
139.0,61.5,1582414623821
139.0,60.5,1582414624334
138.0,60.0,1582414624849
139.0,60.0,1582414625363
138.0,59.0,1582414625877
137.5,58.5,1582414626391
138.0,58.0,1582414626906
137.5,57.0,1582414627417
137.5,57.0,1582414627940
138.0,57.5,1582414628450
138.0,57.0,1582414628961
139.0,57.0,1582414629471
138.5,57.5,1582414629985
138.5,57.0,1582414630498
138.0,57.0,1582414631010
138.5,57.5,1582414631524
138.5,57.5,1582414632036
138.0,57.5,1582414632550
138.0,57.5,1582414633064
138.0,57.0,1582414633578
138.0,57.5,1582414634093
139.0,58.0,1582414634607
138.5,57.5,1582414635122
139.0,57.0,1582414635636
139.0,57.5,1582414636156
139.0,57.5,1582414636670
139.0,57.5,1582414637184
138.5,58.0,1582414637699
138.5,58.5,1582414638210
137.5,57.0,1582414638725
137.5,57.5,1582414639240
137.0,57.5,1582414639754
137.5,57.5,1582414640265
138.0,58.0,1582414640778
138.0,57.5,1582414641313
138.5,57.5,1582414641832
138.0,58.0,1582414642348
137.5,57.5,1582414642862
137.5,58.0,1582414643376
137.0,58.5,1582414643892
137.0,58.5,1582414644406
137.0,59.0,1582414644920
137.5,59.5,1582414645432
138.0,58.5,1582414645944
139.0,59.5,1582414646455
139.5,59.5,1582414646969
131.5,59.5,1582414531185
131.5,59.0,1582414531699
131.0,57.0,1582414532210
132.0,57.0,1582414532725
132.0,55.0,1582414533239
130.5,52.5,1582414533754
129.5,51.5,1582414534270
128.0,51.0,1582414534785
129.5,50.5,1582414535299
130.5,51.5,1582414535812
131.5,52.0,1582414536328
132.5,52.0,1582414536842
132.0,52.5,1582414537357
132.5,53.0,1582414537871
132.0,52.5,1582414538391
131.5,53.5,1582414538906
132.0,54.0,1582414539416
131.5,59.5,1582414757631
131.5,59.0,1582414757710
131.0,57.0,1582414757770
132.0,57.0,1582414757834
132.0,55.0,1582414757903
130.5,52.5,1582414757970
